Month,Date,Time,Level,Component,PID,Content,EventTemplate,Regex
Jul,1,00:21:31,combo,sshd(pam_unix),19631,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,1,07:57:30,combo,ftpd,21950,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005, connection  from  <*>   (  )   at  fri  jul  <*>  <*> <*> , connection from (.*?)  ( )  at fri jul (.*?) (.*?) (.*?) 
Jul,1,07:57:30,combo,ftpd,21946,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005, connection  from  <*>   (  )   at  fri  jul  <*>  <*> <*> , connection from (.*?)  ( )  at fri jul (.*?) (.*?) (.*?) 
Jul,1,07:57:30,combo,ftpd,21942,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005, connection  from  <*>   (  )   at  fri  jul  <*>  <*> <*> , connection from (.*?)  ( )  at fri jul (.*?) (.*?) (.*?) 
Jul,2,01:41:32,combo,sshd(pam_unix),23535,session closed for user test, session  closed  for  user  test , session closed for user test 
Jul,3,23:16:09,combo,ftpd,763,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,3,23:16:09,combo,ftpd,778,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,4,19:15:48,combo,sshd(pam_unix),3380,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,4,19:15:54,combo,sshd(pam_unix),3391,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,5,13:36:36,combo,sshd(pam_unix),6558,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Jul,5,13:52:21,combo,ftpd,6590,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005, connection  from  <*>   (  )   at  Tue  Jul <*> <*> <*> , connection from (.*?)  ( )  at Tue Jul (.*?) (.*?) (.*?) 
Jul,5,13:52:21,combo,ftpd,6583,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005, connection  from  <*>   (  )   at  Tue  Jul <*> <*> <*> , connection from (.*?)  ( )  at Tue Jul (.*?) (.*?) (.*?) 
Jul,5,13:52:21,combo,ftpd,6585,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005, connection  from  <*>   (  )   at  Tue  Jul <*> <*> <*> , connection from (.*?)  ( )  at Tue Jul (.*?) (.*?) (.*?) 
Jul,5,13:52:23,combo,ftpd,6596,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005, connection  from  <*>   (  )   at  Tue  Jul <*> <*> <*> , connection from (.*?)  ( )  at Tue Jul (.*?) (.*?) (.*?) 
Jul,6,02:22:32,combo,sshd(pam_unix),7696,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,6,18:00:56,combo,ftpd,9766,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005, connection  from  <*>   (  )   at  Wed  Jul <*> <*> <*> , connection from (.*?)  ( )  at Wed Jul (.*?) (.*?) (.*?) 
Jul,7,07:18:14,combo,sshd(pam_unix),12525,session closed for user test, session  closed  for  user  test , session closed for user test 
Jul,7,08:09:11,combo,udev,12754,removing device node '/udev/vcsa2'," removing  device  node  ""/<*>"" "," removing device node ""/(.*?)"" "
Jul,7,14:18:55,combo,sshd(pam_unix),13317,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Jul,7,14:18:59,combo,sshd(pam_unix),13323,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Jul,7,16:33:52,combo,ftpd,13513,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005, connection  from  <*>   (  )   at  thu  jul  <*>  <*> <*> , connection from (.*?)  ( )  at thu jul (.*?) (.*?) (.*?) 
Jul,7,23:09:45,combo,ftpd,14111,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005, connection  from  <*>   (  )   at  thu  jul  <*>  <*> <*> , connection from (.*?)  ( )  at thu jul (.*?) (.*?) (.*?) 
Jul,7,23:09:45,combo,ftpd,14115,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005, connection  from  <*>   (  )   at  thu  jul  <*>  <*> <*> , connection from (.*?)  ( )  at thu jul (.*?) (.*?) (.*?) 
Jul,8,04:04:20,combo,logrotate,,ALERT exited abnormally with [1], ALERT  exited  abnormally  with   [ <*> ]  , ALERT exited abnormally with  [ (.*?) ] 
Jul,8,04:12:07,combo,su(pam_unix),19593,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jul,9,04:04:25,combo,logrotate,,ALERT exited abnormally with [1], ALERT  exited  abnormally  with   [ <*> ]  , ALERT exited abnormally with  [ (.*?) ] 
Jul,9,04:10:12,combo,su(pam_unix),22368,session closed for user news, session  closed  for  user  news , session closed for user news 
Jul,9,11:35:59,combo,ftpd,23035,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,9,11:35:59,combo,ftpd,23033,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,9,11:35:59,combo,ftpd,23042,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,9,11:35:59,combo,ftpd,23034,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,9,19:34:09,combo,sshd(pam_unix),23788,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,9,22:53:19,combo,ftpd,24091,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,10,03:55:15,combo,ftpd,24516,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,03:55:15,combo,ftpd,24520,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,03:55:15,combo,ftpd,24525,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,04:04:31,combo,su(pam_unix),24898,session opened for user cyrus by (uid=0), session  opened  for  user  cyrus  by   ( uid = <*> )  , session opened for user cyrus by  ( uid = (.*?) ) 
Jul,10,04:04:39,combo,cups,,cupsd startup succeeded, cupsd  startup  succeeded , cupsd startup succeeded 
Jul,10,04:10:47,combo,su(pam_unix),26353,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jul,10,07:24:24,combo,ftpd,29724,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,07:24:34,combo,ftpd,29733,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,13:17:22,combo,ftpd,30277,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,13:17:22,combo,ftpd,30285,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,10,16:01:56,combo,sshd(pam_unix),30550,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,10,16:02:12,combo,sshd(pam_unix),30578,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,10,16:02:52,combo,sshd(pam_unix),30645,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,10,16:03:05,combo,sshd(pam_unix),30664,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,10,16:03:11,combo,sshd(pam_unix),30672,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,10,16:03:18,combo,sshd(pam_unix),30686,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,11,04:03:04,combo,su(pam_unix),32237,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Jul,11,04:08:38,combo,su(pam_unix),32608,session closed for user news, session  closed  for  user  news , session closed for user news 
Jul,11,17:58:21,combo,sshd(pam_unix),1337,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,11,17:58:21,combo,sshd(pam_unix),1338,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,11,17:58:23,combo,sshd(pam_unix),1343,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,12,04:09:49,combo,su(pam_unix),3833,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jul,12,06:09:45,combo,sshd(pam_unix),4065,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,15,01:03:48,combo,sshd(pam_unix),12630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,15,01:03:49,combo,sshd(pam_unix),12643,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jul,15,23:42:43,combo,ftpd,15327,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005, connection  from  <*>   (  )   at  fri  jul  <*>  <*> <*> , connection from (.*?)  ( )  at fri jul (.*?) (.*?) (.*?) 
Jul,16,04:07:32,combo,su(pam_unix),16058,session opened for user cyrus by (uid=0), session  opened  for  user  cyrus  by   ( uid = <*> )  , session opened for user cyrus by  ( uid = (.*?) ) 
Jul,16,04:13:59,combo,su(pam_unix),17286,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jul,16,08:14:04,combo,ftpd,17670,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,16,08:14:07,combo,ftpd,17675,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,16,08:14:07,combo,ftpd,17685,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005, connection  from  <*>   (  )   at  sat  jul  <*>  <*> <*> , connection from (.*?)  ( )  at sat jul (.*?) (.*?) (.*?) 
Jul,17,04:08:10,combo,cups,,cupsd shutdown succeeded, cupsd  shutdown  succeeded , cupsd shutdown succeeded 
Jul,17,04:08:23,combo,syslogd 1.4.1,,restart., restart. , restart. 
Jul,17,06:13:37,combo,ftpd,23575,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,06:13:38,combo,ftpd,23563,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,08:06:12,combo,ftpd,23782,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,08:06:12,combo,ftpd,23787,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,12:30:48,combo,ftpd,24199,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,12:30:59,combo,ftpd,24211,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,14:02:39,combo,ftpd,24356,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:39 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,14:02:49,combo,ftpd,24365,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,23:21:54,combo,ftpd,25226,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
Jul,17,23:21:54,combo,ftpd,25230,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005, connection  from  <*>   ( <*> )   at  sun  jul  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun jul (.*?) (.*?) (.*?) 
